n125,1,15,3.0517578125e-05
n126,12,14,6.103515625e-05
n128,12,15,3.0517578125e-05
n129,13,14,6.103515625e-05
n131,13,15,3.0517578125e-05
n132,1,15,3.0517578125e-05
n133,14,14,6.103515625e-05
n135,14,15,3.0517578125e-05
n136,15,14,6.103515625e-05
n138,15,15,3.0517578125e-05
n139,1,15,3.0517578125e-05
n140,16,14,6.103515625e-05
n143,16,14,6.103515625e-05
n144,14,14,6.103515625e-05
n145,12,14,6.103515625e-05
n146,10,14,6.103515625e-05
n147,1,14,6.103515625e-05
n148,1,14,6.103515625e-05
n149,2,13,0.0001220703125
n151,2,14,6.103515625e-05
n152,11,13,0.0001220703125
n154,11,14,6.103515625e-05
n155,1,14,6.103515625e-05
n156,12,13,0.0001220703125
n158,12,14,6.103515625e-05
n159,13,13,0.0001220703125
n161,13,14,6.103515625e-05
n162,1,14,6.103515625e-05
n163,14,13,0.0001220703125
n165,14,14,6.103515625e-05
n166,15,13,0.0001220703125
n168,15,14,6.103515625e-05
n169,1,14,6.103515625e-05
n170,16,13,0.0001220703125
n172,16,14,6.103515625e-05
n173,17,13,0.0001220703125
n175,17,14,6.103515625e-05
n176,1,14,6.103515625e-05
n177,18,13,0.0001220703125
n179,18,14,6.103515625e-05
n180,19,13,0.0001220703125
n182,19,14,6.103515625e-05
n183,1,14,6.103515625e-05
n184,20,13,0.0001220703125
n187,20,13,0.0001220703125
n188,18,13,0.0001220703125
n189,16,13,0.0001220703125
n190,14,13,0.0001220703125
n191,12,13,0.0001220703125
n192,1,13,0.0001220703125
n193,1,13,0.0001220703125
n194,2,12,0.000244140625
n196,2,13,0.0001220703125
n197,13,12,0.000244140625
n199,13,13,0.0001220703125
n200,1,13,0.0001220703125
n201,14,12,0.000244140625
n203,14,13,0.0001220703125
n204,15,12,0.000244140625
n206,15,13,0.0001220703125
n207,1,13,0.0001220703125
n208,16,12,0.000244140625
n210,16,13,0.0001220703125
n211,17,12,0.000244140625
n213,17,13,0.0001220703125
n214,1,13,0.0001220703125
n215,18,12,0.000244140625
n217,18,13,0.0001220703125
n218,19,12,0.000244140625
n220,19,13,0.0001220703125
n221,1,13,0.0001220703125
n222,20,12,0.000244140625
n224,20,13,0.0001220703125
n225,21,12,0.000244140625
n227,21,13,0.0001220703125
n228,1,13,0.0001220703125
n229,22,12,0.000244140625
n231,22,13,0.0001220703125
n232,23,12,0.000244140625
n234,23,13,0.0001220703125
n235,1,13,0.0001220703125
n236,24,12,0.000244140625
n239,24,12,0.000244140625
n240,22,12,0.000244140625
n241,20,12,0.000244140625
n242,18,12,0.000244140625
n243,16,12,0.000244140625
n244,14,12,0.000244140625
n245,1,12,0.000244140625
n246,1,12,0.000244140625
n247,2,11,0.00048828125
n249,2,12,0.000244140625
n250,15,11,0.00048828125
n252,15,12,0.000244140625
n253,1,12,0.000244140625
n254,16,11,0.00048828125
n256,16,12,0.000244140625
n257,17,11,0.00048828125
n259,17,12,0.000244140625
n260,1,12,0.000244140625
n261,18,11,0.00048828125
n263,18,12,0.000244140625
n264,19,11,0.00048828125
n266,19,12,0.000244140625
n267,1,12,0.000244140625
n268,20,11,0.00048828125
n270,20,12,0.000244140625
n271,21,11,0.00048828125
n273,21,12,0.000244140625
n274,1,12,0.000244140625
n275,22,11,0.00048828125
n277,22,12,0.000244140625
n278,23,11,0.00048828125
n280,23,12,0.000244140625
n281,1,12,0.000244140625
n282,24,11,0.00048828125
n284,24,12,0.000244140625
n285,25,11,0.00048828125
n287,25,12,0.000244140625
n288,1,12,0.000244140625
n289,26,11,0.00048828125
n291,26,12,0.000244140625
n292,27,11,0.00048828125
n294,27,12,0.000244140625
n295,1,12,0.000244140625
n296,28,11,0.00048828125
n299,28,11,0.00048828125
n300,26,11,0.00048828125
n301,24,11,0.00048828125
n302,22,11,0.00048828125
n303,20,11,0.00048828125
n304,18,11,0.00048828125
n305,16,11,0.00048828125
n306,1,11,0.00048828125
n307,1,11,0.00048828125
n308,2,10,0.0009765625
n310,2,11,0.00048828125
n311,17,10,0.0009765625
n313,17,11,0.00048828125
n314,1,11,0.00048828125
n315,18,10,0.0009765625
n317,18,11,0.00048828125
n318,19,10,0.0009765625
n320,19,11,0.00048828125
n321,1,11,0.00048828125
n322,20,10,0.0009765625
n324,20,11,0.00048828125
n325,21,10,0.0009765625
n327,21,11,0.00048828125
n328,1,11,0.00048828125
n329,22,10,0.0009765625
n331,22,11,0.00048828125
n332,23,10,0.0009765625
n334,23,11,0.00048828125
n335,1,11,0.00048828125
n336,24,10,0.0009765625
n338,24,11,0.00048828125
n339,25,10,0.0009765625
n341,25,11,0.00048828125
n342,1,11,0.00048828125
n343,26,10,0.0009765625
n345,26,11,0.00048828125
n346,27,10,0.0009765625
n348,27,11,0.00048828125
n349,1,11,0.00048828125
n350,28,10,0.0009765625
n352,28,11,0.00048828125
n353,29,10,0.0009765625
n355,29,11,0.00048828125
n356,1,11,0.00048828125
n357,30,10,0.0009765625
n359,30,11,0.00048828125
n360,31,10,0.0009765625
n362,31,11,0.00048828125
n363,1,11,0.00048828125
n364,32,10,0.0009765625
n367,32,10,0.0009765625
n368,30,10,0.0009765625
n369,28,10,0.0009765625
n370,26,10,0.0009765625
n371,24,10,0.0009765625
n372,22,10,0.0009765625
n373,20,10,0.0009765625
n374,18,10,0.0009765625
n375,1,10,0.0009765625
n376,19,9,0.001953125
n378,19,10,0.0009765625
n379,1,10,0.0009765625
n380,20,9,0.001953125
n382,20,10,0.0009765625
n383,21,9,0.001953125
n385,21,10,0.0009765625
n386,1,10,0.0009765625
n387,22,9,0.001953125
n389,22,10,0.0009765625
n390,23,9,0.001953125
n392,23,10,0.0009765625
n393,1,10,0.0009765625
n394,24,9,0.001953125
n396,24,10,0.0009765625
n397,25,9,0.001953125
n399,25,10,0.0009765625
n400,1,10,0.0009765625
n401,26,9,0.001953125
n403,26,10,0.0009765625
n404,27,9,0.001953125
n406,27,10,0.0009765625
n407,1,10,0.0009765625
n408,28,9,0.001953125
n410,28,10,0.0009765625
n411,29,9,0.001953125
n413,29,10,0.0009765625
n414,1,10,0.0009765625
n415,30,9,0.001953125
n417,30,10,0.0009765625
n418,31,9,0.001953125
n420,31,10,0.0009765625
n421,1,10,0.0009765625
n422,32,9,0.001953125
n424,32,10,0.0009765625
n425,33,9,0.001953125
n427,33,10,0.0009765625
n428,1,10,0.0009765625
n429,34,9,0.001953125
n431,34,10,0.0009765625
n432,35,9,0.001953125
n435,36,9,0.001953125
n436,34,9,0.001953125
n437,32,9,0.001953125
n438,30,9,0.001953125
n439,28,9,0.001953125
n440,26,9,0.001953125
n441,24,9,0.001953125
n442,22,9,0.001953125
n443,1,9,0.001953125
n444,20,8,0.00390625
n446,20,9,0.001953125
n447,23,8,0.00390625
n449,23,9,0.001953125
n450,1,9,0.001953125
n451,24,8,0.00390625
n453,24,9,0.001953125
n454,25,8,0.00390625
n456,25,9,0.001953125
n457,1,9,0.001953125
n458,26,8,0.00390625
n460,26,9,0.001953125
n461,27,8,0.00390625
n463,27,9,0.001953125
n464,1,9,0.001953125
n465,28,8,0.00390625
n467,28,9,0.001953125
n468,29,8,0.00390625
n470,29,9,0.001953125
n471,1,9,0.001953125
n472,30,8,0.00390625
n474,30,9,0.001953125
n475,31,8,0.00390625
n477,31,9,0.001953125
n478,1,9,0.001953125
n479,32,8,0.00390625
n481,32,9,0.001953125
n482,33,8,0.00390625
n484,33,9,0.001953125
n485,1,9,0.001953125
n486,34,8,0.00390625
n488,34,9,0.001953125
n489,35,8,0.00390625
n491,35,9,0.001953125
n492,1,9,0.001953125
n493,36,8,0.00390625
n495,36,9,0.001953125
n496,37,8,0.00390625
n499,38,8,0.00390625
n500,36,8,0.00390625
n501,34,8,0.00390625
n502,32,8,0.00390625
n503,30,8,0.00390625
n504,28,8,0.00390625
n505,26,8,0.00390625
n506,24,8,0.00390625
n507,1,8,0.00390625
n508,25,7,0.0078125
n510,25,8,0.00390625
n511,27,7,0.0078125
n513,27,8,0.00390625
n514,1,8,0.00390625
n515,28,7,0.0078125
n517,28,8,0.00390625
n518,29,7,0.0078125
n520,29,8,0.00390625
n521,1,8,0.00390625
n522,30,7,0.0078125
n524,30,8,0.00390625
n525,31,7,0.0078125
n527,31,8,0.00390625
n528,1,8,0.00390625
n529,32,7,0.0078125
n531,32,8,0.00390625
n532,33,7,0.0078125
n534,33,8,0.00390625
n535,1,8,0.00390625
n536,34,7,0.0078125
n538,34,8,0.00390625
n539,35,7,0.0078125
n541,35,8,0.00390625
n542,1,8,0.00390625
n543,36,7,0.0078125
n545,36,8,0.00390625
n546,37,7,0.0078125
n548,37,8,0.00390625
n549,1,8,0.00390625
n550,38,7,0.0078125
n552,38,8,0.00390625
n553,39,7,0.0078125
n556,40,7,0.0078125
n557,38,7,0.0078125
n558,36,7,0.0078125
n559,34,7,0.0078125
n560,32,7,0.0078125
n561,30,7,0.0078125
n562,28,7,0.0078125
n563,1,7,0.0078125
n564,29,6,0.015625
n566,29,7,0.0078125
n567,31,6,0.015625
n569,31,7,0.0078125
n570,1,7,0.0078125
n571,32,6,0.015625
n573,32,7,0.0078125
n574,33,6,0.015625
n576,33,7,0.0078125
n577,1,7,0.0078125
n578,34,6,0.015625
n580,34,7,0.0078125
n581,35,6,0.015625
n583,35,7,0.0078125
n584,1,7,0.0078125
n585,36,6,0.015625
n587,36,7,0.0078125
n588,37,6,0.015625
n590,37,7,0.0078125
n591,1,7,0.0078125
n592,38,6,0.015625
n594,38,7,0.0078125
n595,39,6,0.015625
n597,39,7,0.0078125
n598,1,7,0.0078125
n599,40,6,0.015625
n601,40,7,0.0078125
n602,41,6,0.015625
n605,42,6,0.015625
n606,40,6,0.015625
n607,38,6,0.015625
n608,36,6,0.015625
n609,34,6,0.015625
n610,32,6,0.015625
n611,1,6,0.015625
n612,33,5,0.03125
n614,33,6,0.015625
n615,35,5,0.03125
n617,35,6,0.015625
n618,1,6,0.015625
n619,36,5,0.03125
n621,36,6,0.015625
n622,37,5,0.03125
n624,37,6,0.015625
n625,1,6,0.015625
n626,38,5,0.03125
n628,38,6,0.015625
n629,39,5,0.03125
n631,39,6,0.015625
n632,1,6,0.015625
n633,40,5,0.03125
n635,40,6,0.015625
n636,41,5,0.03125
n638,41,6,0.015625
n639,1,6,0.015625
n640,42,5,0.03125
n642,42,6,0.015625
n643,43,5,0.03125
n646,44,5,0.03125
n647,42,5,0.03125
n648,40,5,0.03125
n649,38,5,0.03125
n650,36,5,0.03125
n651,1,5,0.03125
n652,37,4,0.0625
n654,37,5,0.03125
n655,39,4,0.0625
n657,39,5,0.03125
n658,1,5,0.03125
n659,40,4,0.0625
n661,40,5,0.03125
n662,41,4,0.0625
n664,41,5,0.03125
n665,1,5,0.03125
n666,42,4,0.0625
n668,42,5,0.03125
n669,43,4,0.0625
n671,43,5,0.03125
n672,1,5,0.03125
n673,44,4,0.0625
n675,44,5,0.03125
n676,45,4,0.0625
n679,46,4,0.0625
n680,44,4,0.0625
n681,42,4,0.0625
n682,40,4,0.0625
n683,1,4,0.0625
n684,41,3,0.125
n686,41,4,0.0625
n687,43,3,0.125
n689,43,4,0.0625
n690,1,4,0.0625
n691,44,3,0.125
n693,44,4,0.0625
n694,45,3,0.125
n696,45,4,0.0625
n697,1,4,0.0625
n698,46,3,0.125
n700,46,4,0.0625
n701,47,3,0.125
n704,48,3,0.125
n705,46,3,0.125
n706,44,3,0.125
n707,1,3,0.125
n708,45,2,0.25
n710,45,3,0.125
n711,47,2,0.25
n713,47,3,0.125
n714,1,3,0.125
n715,48,2,0.25
n717,48,3,0.125
n718,49,2,0.25
n721,50,2,0.25
n722,48,2,0.25
n723,1,2,0.25
n724,49,1,0.5
n726,49,2,0.25
n727,51,1,0.5
m00,1,0,9.5367431640625e-07
m01,2,0,1.9073486328125e-06
m02,4,0,3.814697265625e-06
m03,8,0,7.62939453125e-06
m04,12,0,1.52587890625e-05
m05,16,0,3.0517578125e-05
m06,20,0,6.103515625e-05
m07,24,0,0.0001220703125
m08,28,0,0.000244140625
m09,32,0,0.00048828125
m10,35,0,0.0009765625
m11,37,0,0.001953125
m12,39,0,0.00390625
m13,41,0,0.0078125
m14,43,0,0.015625
m15,45,0,0.03125
m16,47,0,0.0625
m17,49,0,0.125
m18,51,0,0.25
m19,52,0,0.5
